Temperature(°C),Voltage(V),Current(A),Vibration(g),Pressure(kPa),Humidity(%),Usage Hours(h),Failure,Cause of Failure,Condition,Time-to-Failure(days),Recommended Solution
43.197367237696604,197.11679360134517,13.481475076943997,1.464281931517377,85.7036517807807,41.87551579019114,3308,1,Wear & Tear,Critical,22,Replace worn components
37.918060284058555,235.40595576495454,4.0207662401739555,-0.21820657207051908,97.22671579615219,60.99177995674802,4051,0,None,Average,352,Routine maintenance
31.838775857085295,212.2211123780466,10.519310442952857,1.4505093074509776,115.9573518250574,44.04269267194069,6414,0,None,Normal,316,Routine maintenance
44.63958778918943,236.94607472212306,7.973026642450803,0.5631630418655187,96.57310185026071,64.53735317487715,3225,1,Cooling Failure,Critical,13,Inspect fans & coolant
54.34705412576338,227.4344369595729,7.522434539958975,1.0433075388287292,102.55324415045772,67.41734918691476,8345,1,Wear & Tear,Critical,12,Replace worn components
42.60893128789104,210.04583560625565,4.37556321232409,1.6636503710430748,95.82025489157601,37.578334393814174,1506,1,Cooling Failure,Critical,26,Inspect fans & coolant
79.46473870565026,213.79807380862528,9.270465321478632,1.7061761064448966,114.58320543594658,64.5304983390829,9684,1,Sensor Fault,Critical,9,Recalibrate/replace sensor
56.4680837491571,195.86252388487125,10.789821359916584,0.7913587743181831,105.38074492529125,68.34077545394123,7331,0,None,Average,86,Routine maintenance
31.769083051739212,219.4951931787584,7.820681229226153,1.1486937115570792,96.5551481303127,69.22924604685215,2372,1,Voltage Surge,Critical,19,Stabilize power supply
43.12686200299926,220.52535058387457,3.1910930785504723,0.9244351353059965,106.73546536516692,47.906221245098685,3873,1,Sensor Fault,Critical,27,Recalibrate/replace sensor
49.816259311065494,217.64042900999428,8.890774271342304,0.9395538395353524,108.01767116255928,41.1343771002296,3492,1,Wear & Tear,Critical,4,Replace worn components
43.90773011837592,239.96254650702116,8.719642236907255,2.394740686943247,104.11071862603595,39.35427493905021,825,0,None,Average,356,Routine maintenance
31.30695838586989,223.9310758388043,1.5819076991934828,0.6434962860218401,106.89506510360434,67.38453285909134,8664,1,Overheating,Critical,2,Check cooling system
54.76326662670611,215.42766953411848,2.5077118370906923,0.9087415912544379,94.11095336419827,31.05934421994339,6850,1,Cooling Failure,Critical,11,Inspect fans & coolant
47.3983753354819,214.77557749894606,6.469950564170175,1.4616218472624918,99.61719422891672,50.74746447636605,6790,1,Sensor Fault,Critical,26,Recalibrate/replace sensor
39.51775178467485,218.56965944143553,4.173379000955576,1.8685781942111523,109.66711593448358,57.380722885722456,3131,1,Sensor Fault,Critical,7,Recalibrate/replace sensor
48.36751216440118,210.5389815151513,9.71507722320566,0.11798353101546954,103.93434052716268,48.430112421468934,5480,0,None,Normal,277,Routine maintenance
48.90995645010325,214.44083634124124,5.1695739592991,0.749244775209768,90.68148802414663,62.54547088264604,7113,1,Cooling Failure,Critical,6,Inspect fans & coolant
48.59428619412122,253.19093679023393,6.520132355003633,1.1765429047039517,90.42990882609924,46.911122626904714,2675,0,None,Normal,32,Routine maintenance
33.193427002712475,219.9338381931882,10.90293489502464,1.8765348852037276,112.38793036762642,34.210894098097796,8589,1,Wear & Tear,Critical,27,Replace worn components
37.79758662162594,186.59772875820153,8.011272167067116,1.2482001402133132,113.08449178635996,47.91745373667625,3420,0,None,Normal,352,Routine maintenance
46.43258223985492,233.1891680605942,7.772209819397471,1.386113535691086,87.66424444995029,45.82464576895988,6641,1,Overheating,Critical,6,Check cooling system
47.644753132722485,243.2999269166417,3.7937694638444333,1.486311274984439,87.34669880976429,43.07094719821133,7248,1,Wear & Tear,Critical,26,Replace worn components
43.19244173166968,188.03760072741062,10.96754445637047,1.0282855031062172,104.07789756502584,41.64306614106514,5992,1,Overheating,Critical,19,Check cooling system
28.116426855125813,203.63971522648157,3.5862520740706825,0.3302398216496172,107.67510738616025,44.57705234337237,7100,1,Overheating,Critical,18,Check cooling system
47.089807565994555,221.65927502260575,4.918766750589188,0.9993756029725197,99.39319986011621,44.71310504503647,8310,1,Cooling Failure,Critical,14,Inspect fans & coolant
32.73363806395399,218.20135189539045,7.0698350921322675,1.8630056502264192,99.51482315930575,58.441593356109344,602,1,Voltage Surge,Critical,26,Stabilize power supply
65.77285355281927,236.36946956701843,6.914311923340644,1.0297121614152227,72.79554206002419,55.059698894935394,1626,1,Overheating,Critical,20,Check cooling system
47.21257500090689,231.0636117102705,4.372686481553113,1.0679626168621108,112.67842978603178,51.51654197968604,7590,1,Cooling Failure,Critical,12,Inspect fans & coolant
39.325710564773786,218.83795597666293,6.993815875960765,1.8416701983392871,110.17359311484176,63.2198198877349,2061,1,Sensor Fault,Critical,21,Recalibrate/replace sensor
47.6881466598168,241.15244363754934,9.016066601212135,0.8772853969061745,87.77036399694809,62.040046253553356,7967,1,Voltage Surge,Critical,22,Stabilize power supply
47.45443082050236,192.26315198739314,7.211228015079738,0.7421378424469474,91.76258128384231,64.84521598668944,6603,0,None,Average,358,Routine maintenance
38.64018733403572,213.48757314297595,6.5266888679292165,0.0261635310008288,103.3938720459976,60.91702625960046,2087,1,Overheating,Critical,30,Check cooling system
36.840784411595735,198.38964607338312,4.4616419135335965,0.16007217853627576,109.68868292259955,45.870843097707876,9377,1,Wear & Tear,Critical,16,Replace worn components
40.79771732554539,217.29907777556818,2.887183234658428,1.263731259864197,100.72066207002916,69.57200150630317,8537,1,Overheating,Critical,30,Check cooling system
48.47116993741677,220.1223041171051,7.090680241539453,0.7516512720598527,102.87140236287212,55.87357506874824,3406,0,None,Average,257,Routine maintenance
35.266472055286656,206.2112091722866,9.574766723839751,1.420705561926296,104.08694164324363,64.58483379793452,2078,0,None,Average,197,Routine maintenance
63.42241714653288,215.6898854726848,5.212959166936528,0.6833847667950315,97.9397238779534,41.23168066961962,1189,0,None,Warning,193,Routine maintenance
49.526807630384226,226.61225453202718,9.870606572875914,1.0601006625238343,78.24420873998666,34.71000687702257,7016,1,Cooling Failure,Critical,10,Inspect fans & coolant
64.02668108267042,208.5739586335147,1.494230779129012,1.6895534501529086,93.05864336928657,55.09070579496444,5155,0,None,Warning,144,Routine maintenance
35.016944038920435,203.82081617572192,10.21558587953616,0.6212234165344384,96.33377515072355,55.21266946981451,2534,0,None,Normal,233,Routine maintenance
52.87749637028959,216.72761743334962,7.86407301288273,0.6857325112867221,97.10169337469036,41.68063150955669,7713,1,Cooling Failure,Critical,5,Inspect fans & coolant
48.421394496363625,234.0489707228731,8.172885509231696,2.201864776308975,85.64409652490941,34.83911488683915,5696,1,Overheating,Critical,8,Check cooling system
47.76783247307874,228.13932280693083,6.589956292195497,-0.24900818142532422,95.49846633178149,56.982238005367506,7877,1,Overheating,Critical,28,Check cooling system
52.49941831344512,210.40885552649482,11.977317791813606,1.332365994643014,108.56004969643607,32.728256610883626,223,0,None,Average,155,Routine maintenance
41.07092238327113,217.33207718086769,6.531332765788571,1.3910021040980158,75.87402889188861,61.85851565827055,2971,1,Cooling Failure,Critical,9,Inspect fans & coolant
44.79324017425188,226.77441076699722,6.104523406232172,-0.047346339449885866,111.7805732496459,40.23821742729441,5579,1,Cooling Failure,Critical,13,Inspect fans & coolant
28.300122630590664,229.27834322262697,9.759968502170391,0.38276017740089285,89.86489654512928,50.51981874937662,3068,0,None,Normal,282,Routine maintenance
35.79753199039367,195.06085359470353,6.293097384488438,0.42070768570312567,103.17634849549125,39.05055420237139,8569,0,None,Average,50,Routine maintenance
46.79961559605182,222.74841135763086,5.996047799929987,1.0452327695212509,99.38781957038853,66.26190738902605,7234,1,Cooling Failure,Critical,20,Inspect fans & coolant
34.90118849227608,239.5869793937872,6.749963084564822,0.8049366522961792,96.81991536386268,45.38158187489679,6726,0,None,Normal,334,Routine maintenance
59.238634254115816,214.74737254988744,5.111240903992236,1.3988941134319965,119.81757442730452,68.7983684327663,1568,1,Wear & Tear,Critical,20,Replace worn components
61.70068943804358,233.10632092986464,4.226811287751337,0.11434311347879555,86.97870923100294,42.03680580623839,4940,0,None,Warning,108,Routine maintenance
42.52375556848317,224.63380758420877,9.030924487787525,1.3906949212566886,95.45302933318747,59.66057850303372,7715,0,None,Average,198,Routine maintenance
34.2503460723495,197.04172955150753,6.23788771340562,1.3538552646057391,102.0593980748542,62.93325157705388,3692,1,Sensor Fault,Critical,28,Recalibrate/replace sensor
58.869594902886035,219.88284097996112,5.668613272880891,1.6752381804488596,82.27077779649935,69.6917037774672,2755,0,None,Normal,188,Routine maintenance
53.73360033018171,223.58375885316283,8.802160230301727,1.8244891236725458,103.39709688442794,49.66666007020142,2447,1,Voltage Surge,Critical,1,Stabilize power supply
55.98933455120748,207.12790793473025,9.719139457379644,1.600087631500506,109.52760716775575,47.79728199829536,5687,0,None,Average,197,Routine maintenance
29.391756283394507,217.04408470601888,7.7737234070818335,0.1943421949402543,114.0102192370932,55.70057934279167,6468,1,Voltage Surge,Critical,13,Stabilize power supply
39.933208587231995,243.98464214083052,5.545715877019155,0.6094307878277335,101.76104792576102,33.79604709094216,8312,1,Sensor Fault,Critical,27,Recalibrate/replace sensor
53.83415254275697,202.4073215394929,10.021141575183698,1.5311025830130296,118.58896772791888,40.627077520015945,8501,1,Voltage Surge,Critical,22,Stabilize power supply
43.90628325082686,221.72038818390743,5.823416107292398,1.9465844505205352,119.63802622939086,32.97698221222467,8336,1,Cooling Failure,Critical,16,Inspect fans & coolant
60.29609113272306,219.72886660106354,5.284825264351532,0.6092791991727451,104.27235193828344,35.01136423127153,3980,1,Voltage Surge,Critical,15,Stabilize power supply
49.203949143830144,213.49666567601034,8.038955579966215,1.3663292123200261,93.60275601997579,37.46963185243867,893,0,None,Normal,42,Routine maintenance
44.48412079081624,219.74029507525933,4.3778921896053,1.1002887997170603,110.96142455360943,55.4845495819522,9950,0,None,Average,138,Routine maintenance
39.66204446554437,217.7294709448985,5.244444664768242,0.5917646405485218,84.7999730850113,54.22147363454448,5531,0,None,Normal,281,Routine maintenance
42.3025554317747,182.10420631174804,4.972366771136143,0.227674899759702,89.50631743167526,68.36616779130927,2065,1,Overheating,Critical,29,Check cooling system
50.09869721391078,191.72616577367856,7.526446676181631,1.0368811922439523,90.51985376013863,63.13087684905591,4038,0,None,Average,56,Routine maintenance
44.93322497941805,223.04624858341776,6.239299125927408,1.1305094231613748,90.18545027154879,38.049875665193554,2565,0,None,Average,204,Routine maintenance
54.0732351573717,217.15259968219019,5.241859622246187,1.7067676057496337,109.33993593244062,38.244695199288586,9129,0,None,Average,123,Routine maintenance
38.58196946751952,234.32292150262722,3.758511099917078,1.139096721007434,81.68884196939155,48.09018318843947,5832,1,Cooling Failure,Critical,18,Inspect fans & coolant
41.36537177671713,198.08335694076357,6.839770156552773,2.0789749054434354,99.3249800864939,36.6307085669385,2218,1,Cooling Failure,Critical,12,Inspect fans & coolant
29.760978330857895,228.35316657447805,6.883409566762636,0.08095173683346313,102.32046797896298,49.342793916517074,9034,0,None,Average,205,Routine maintenance
30.93261004537931,230.24022051937604,0.07320627838309957,1.861333390596665,92.42491730524605,50.15914223212438,2208,1,Voltage Surge,Critical,9,Stabilize power supply
40.58166724494183,212.1258495030359,11.881180755790165,0.794045971361388,97.18185340707919,51.29414602773329,4199,0,None,Average,299,Routine maintenance
37.32675129180026,227.6546297820401,5.592236763681878,2.3551743025797003,116.37023310761916,51.47544794470154,7321,0,None,Average,345,Routine maintenance
58.16473815845703,231.40241464998792,5.89996358338879,1.0109668371160676,98.30382431156694,37.14361152167022,210,1,Cooling Failure,Critical,4,Inspect fans & coolant
46.66242567360193,207.6066261785297,1.1773209383036134,1.1830336813832005,95.065909056708,62.05927845665357,6834,1,Overheating,Critical,14,Check cooling system
47.14663735235208,219.7619549877511,4.152464170977242,1.8254106416442661,115.4074897722311,62.415237697324365,9808,1,Overheating,Critical,27,Check cooling system
37.89321729744141,193.56575124154128,6.703288188058026,1.1862736533809237,97.82108765464943,66.71348330988411,1462,1,Overheating,Critical,2,Check cooling system
30.63403696915824,200.84664085348317,3.1123039845736495,0.48595439773758853,106.71540215460676,53.115029328184626,4317,0,None,Normal,209,Routine maintenance
62.55996074568378,199.58194101825387,12.10282429435451,0.2391257811808596,114.76186021570987,45.62306451213021,2842,0,None,Warning,138,Routine maintenance
47.26790631103386,231.10809203076946,9.756638334621638,1.5095360811409926,103.96798921655498,47.15285296503812,5115,1,Cooling Failure,Critical,24,Inspect fans & coolant
56.32395262247742,236.1788856419626,9.501465730882984,1.220441821491385,86.00743543573496,50.041514158740995,7522,1,Sensor Fault,Critical,24,Recalibrate/replace sensor
40.8209741165671,211.97848098527126,12.234554958187093,1.1817532014849583,94.18818435058563,48.76713204980615,9881,1,Overheating,Critical,19,Check cooling system
45.34574427831919,218.85182819081825,9.562510034255693,0.3170447241195794,102.70109548018614,66.34399579292813,437,1,Cooling Failure,Critical,8,Inspect fans & coolant
50.31654087476496,237.60336788468982,6.6923620880359636,0.17209198929508696,112.93791768685152,65.97943602924077,2735,1,Wear & Tear,Critical,24,Replace worn components
44.22094540632691,198.25192706105585,9.680775682356833,1.2677055769861514,95.87891405476506,32.24241451285667,9446,1,Sensor Fault,Critical,5,Recalibrate/replace sensor
53.91669165747599,220.92518464350985,5.1942713996875725,1.6853247500494546,103.55530742275562,42.10216894307038,9513,1,Overheating,Critical,13,Check cooling system
48.82777316754105,209.3777744234885,3.0644796829571557,1.4994098450953164,100.9993604343174,61.88543870823961,2744,1,Voltage Surge,Critical,2,Stabilize power supply
78.48653499547898,201.74099650446263,2.772889929860204,0.6321320851266317,102.92619447878974,42.08590307875984,2552,0,None,Warning,254,Routine maintenance
62.078810909442765,250.2028994946345,8.207423021625466,0.7904179291167148,111.239974558814,63.078393199419075,3496,1,Overheating,Critical,27,Check cooling system
52.288361426680574,214.20296418761333,6.229643825699039,1.9010380827934272,90.99242223164973,61.32263296439987,7021,1,Voltage Surge,Critical,4,Stabilize power supply
23.128659241556786,241.68652835694826,6.867288017957295,1.4626010034017785,87.94526823693758,50.611953477185615,6616,1,Sensor Fault,Critical,14,Recalibrate/replace sensor
56.01035039709801,230.06880556728365,3.340640132182652,1.5579623947645231,87.96254651327853,33.4812005983263,2782,1,Voltage Surge,Critical,19,Stabilize power supply
42.52928647206597,238.39146251821487,7.428584405105185,0.9399521704773254,94.72017925800992,65.26715308003483,5807,1,Sensor Fault,Critical,5,Recalibrate/replace sensor
44.0141801407513,236.1065081110785,10.838270204764228,1.1552790351793758,110.62248784429399,63.30857946672653,9702,1,Cooling Failure,Critical,16,Inspect fans & coolant
39.646770825803024,210.97923956471982,4.170073303985572,0.7360289548052001,81.42952920825846,66.36677098568364,7312,0,None,Average,112,Routine maintenance
45.92034863226979,205.53555354076414,8.418372140732624,0.6643003801926959,103.47604907131368,52.87133813141921,4707,0,None,Average,168,Routine maintenance
49.74437856063064,208.63107069014737,9.892221155809139,1.8612214986258013,103.42408159534439,60.83341520440391,3661,0,None,Normal,89,Routine maintenance
37.43782858982474,221.99516528305392,9.715508286283685,1.9488132166372796,100.5105123128562,48.59074929908823,9954,1,Overheating,Critical,6,Check cooling system
55.94062659796427,221.20219762587377,6.513916971576644,0.4966573239498072,123.88872224066802,30.5725567210489,6656,0,None,Average,318,Routine maintenance
58.970463453546785,229.93486089531547,5.730250299253367,0.047220502148061616,96.3086636245097,32.72810169757133,752,1,Wear & Tear,Critical,16,Replace worn components
41.58822003466077,231.35858190583582,2.9635399175117634,0.6373647721295757,98.51635360339328,66.28819260935357,6500,1,Cooling Failure,Critical,26,Inspect fans & coolant
36.144912306982256,193.6419574472178,5.527908107507407,1.3747573041659336,114.5304601255323,66.24698823045995,4578,1,Overheating,Critical,24,Check cooling system
51.315020851839726,196.56203326264907,8.92038300077995,0.9282435519573569,102.39387879471943,48.44527431660772,6391,0,None,Average,242,Routine maintenance
25.835128629417852,217.25763612444646,8.717320818245105,0.22991595730616154,104.46140319470311,30.528103551922,7606,1,Sensor Fault,Critical,18,Recalibrate/replace sensor
51.32332400710777,225.59331023708106,6.887555301122112,0.3397133054118763,98.3355548996342,68.95950602208873,6747,1,Overheating,Critical,26,Check cooling system
40.321076915088454,223.86972702360015,7.969984320474028,1.9343596146555286,106.38142796788796,31.789391720769608,6760,1,Wear & Tear,Critical,28,Replace worn components
34.064129090709194,249.61147508647238,5.3789157780626295,1.1576355924244162,88.18136808493811,59.98026398871073,6611,1,Wear & Tear,Critical,1,Replace worn components
43.49561756277739,212.34872690293483,8.914994909487016,0.45046825502499555,99.26347508997365,59.15719980544667,6071,0,None,Average,287,Routine maintenance
25.37617792972066,222.1877734671627,5.616987836598247,0.41913997385846624,92.0890358701809,47.75940963134532,7812,1,Wear & Tear,Critical,20,Replace worn components
33.97484406298134,212.66469887702473,10.620396495826599,1.3850549019299945,94.48109270526457,41.47225961272365,5785,0,None,Normal,151,Routine maintenance
31.291440929370005,223.9825053242908,10.557676582854805,1.293012569374859,105.35595665228222,50.91034424566409,3250,1,Sensor Fault,Critical,2,Recalibrate/replace sensor
60.09908406678792,207.54664863677766,5.754596321843264,0.3649371857550716,97.8617350676255,49.335433282357556,9316,1,Sensor Fault,Critical,25,Recalibrate/replace sensor
40.58009312545133,215.48559108499856,13.052250070286426,1.241694518059327,105.06648722611659,44.37753620237885,833,0,None,Average,333,Routine maintenance
46.377072834206544,184.7847425464056,3.6646516881735063,0.9910813630830191,104.02930193554096,67.24291890225766,1821,1,Cooling Failure,Critical,18,Inspect fans & coolant
32.94283464472419,203.42995612284815,1.8839050724567823,1.3679425515594694,107.04055411376677,58.678501545291866,4859,1,Sensor Fault,Critical,10,Recalibrate/replace sensor
36.789202905976666,195.33164998879204,8.09393423063254,0.9054703748459455,103.22303289280946,51.87638188954545,5364,0,None,Normal,267,Routine maintenance
47.16835370057191,215.6683976577414,9.783767180511934,-0.017525722346835915,100.6673506325734,52.60414973593214,9529,1,Sensor Fault,Critical,20,Recalibrate/replace sensor
51.0513879457136,223.07386092326848,1.9952228955701568,1.013176462518029,107.27003756016025,38.70314478313651,4233,1,Overheating,Critical,21,Check cooling system
43.87951306314991,202.75964402933346,-2.468374866405993,0.4594916089933244,92.8420508944864,55.48738929647757,526,0,None,Normal,302,Routine maintenance
42.37992331836517,239.17562110966676,8.125648004062784,0.22396509481404958,99.98883570146629,31.710370839632354,1666,1,Wear & Tear,Critical,10,Replace worn components
35.933651910526194,213.62508237891947,7.495025684349092,1.011153601487939,92.87506365975324,69.68975866073671,9200,1,Sensor Fault,Critical,6,Recalibrate/replace sensor
32.20693970277689,216.21650513987643,6.915051323536595,1.343983259891581,99.72624467272,54.89262685531292,6188,1,Sensor Fault,Critical,29,Recalibrate/replace sensor
66.6394354508369,230.37027380977912,7.23432481472657,0.9227966859618214,88.07188637518641,47.93798733730038,2039,1,Cooling Failure,Critical,6,Inspect fans & coolant
34.67128446222149,231.93260190160646,10.819695645556896,0.9578036481700579,99.27191043381573,63.38483886775395,8405,1,Voltage Surge,Critical,1,Stabilize power supply
62.89564199785775,218.1947963435246,10.39382896866545,1.3939713080486533,104.95233544763691,34.46008564587727,144,1,Wear & Tear,Critical,15,Replace worn components
35.31160960026651,196.68723843166396,13.017632769706516,0.7547957313673099,100.88775429221549,58.457163936716256,8485,0,None,Normal,297,Routine maintenance
47.772915211254784,223.64057344509095,3.254649806221475,0.9573168462257124,97.14446543187128,33.78353196141707,2104,1,Cooling Failure,Critical,29,Inspect fans & coolant
42.12109178295655,206.79771111557338,2.1286505123912143,1.117464052340186,90.16484941485496,45.765047185246075,1227,0,None,Normal,80,Routine maintenance
63.27947701216737,194.90870526040536,9.074789036680915,1.1401630581021123,87.35856312929191,49.615414972416005,5107,1,Voltage Surge,Critical,27,Stabilize power supply
31.289061227967014,217.34979444411962,5.152449563197596,0.8073660800453958,105.70102120847012,66.80300017870668,7598,1,Wear & Tear,Critical,14,Replace worn components
39.87372705095275,240.31128610860912,4.099576041501619,2.001907195690709,91.48460166203215,68.17630413260409,1522,0,None,Normal,295,Routine maintenance
40.45859595504854,215.88751947461685,5.914913789381465,1.7345542899850646,104.85617847035496,39.301759336890186,8990,1,Voltage Surge,Critical,27,Stabilize power supply
41.36476851713022,234.64663561918775,3.3350066466841484,0.8313670347620921,110.53329102515616,55.98439290634458,7110,0,None,Average,344,Routine maintenance
42.30331969788835,227.51157747772385,10.620581913302347,0.6953849102205703,91.76552460739471,38.4789052591326,4748,1,Cooling Failure,Critical,17,Inspect fans & coolant
48.140258482503846,227.41811194299763,0.33106064847947536,0.4374908604840091,100.78421515200633,39.7886288268886,2626,1,Overheating,Critical,21,Check cooling system
55.2017975626605,205.7911966749307,9.211319962553064,0.945434307609437,97.14367084137588,60.7219073519896,2810,0,None,Average,192,Routine maintenance
38.34769575509431,233.2503682929297,4.931974693749207,0.9386508871283631,83.17433387777425,56.55058499188142,9320,1,Voltage Surge,Critical,15,Stabilize power supply
53.076297571937566,198.96118666310215,10.493541112053116,1.4030246171118308,80.28055785737052,69.09261029252986,530,1,Sensor Fault,Critical,1,Recalibrate/replace sensor
35.07135240037114,212.17340084069525,3.95525456266289,1.5560177957370587,109.49332056085265,55.44120548650314,9572,1,Sensor Fault,Critical,1,Recalibrate/replace sensor
61.935248455009734,231.26666381261796,9.703433717620939,1.1011196262195706,98.6169332636562,61.37185170340306,463,0,None,Warning,92,Routine maintenance
47.216835278987595,214.2210447021079,9.971610782727753,1.3163381085554884,75.01423555538912,40.397467827249756,3751,1,Cooling Failure,Critical,5,Inspect fans & coolant
15.702365806828404,200.32282395949326,5.306023219320414,1.0832473905054945,87.08899507508389,51.54577316795064,5263,1,Sensor Fault,Critical,10,Recalibrate/replace sensor
39.124648535914496,225.79799092483424,4.920082279168472,1.2100177413248447,94.13404391764327,55.09546524676283,7908,0,None,Average,254,Routine maintenance
52.803155380195136,257.68726225854107,7.92107247996481,0.644898374912042,101.26784382179693,49.97311627318558,7327,0,None,Average,145,Routine maintenance
40.465821753052474,241.1138986203396,3.176142164300131,2.4855235125600807,106.66046760383755,57.129966768464044,167,0,None,Normal,139,Routine maintenance
53.16093391019474,230.18498050560123,7.5830766962954845,1.4404399276667552,97.18498596868142,67.07227948055787,7093,1,Voltage Surge,Critical,20,Stabilize power supply
50.988177069530174,212.75415400683954,8.45246585112859,0.8910025811219332,90.14245036824371,60.46959105846717,8987,1,Sensor Fault,Critical,8,Recalibrate/replace sensor
64.39961890626597,224.01669484483185,6.2847568754016345,1.5606821678079985,99.8612674776828,44.21597546295057,889,0,None,Warning,276,Routine maintenance
35.73046423062063,202.990791596077,9.418471769209766,1.3298369435688184,105.62962724943982,48.29626564567469,6389,1,Overheating,Critical,3,Check cooling system
47.392011686520874,212.3992244884897,14.283147420193979,1.4048290802879493,104.16888939140682,52.28355793178468,3597,0,None,Average,145,Routine maintenance
37.58398510419294,210.64646063825387,8.851733011190095,0.875455666826251,102.0122803987531,63.38478099023603,588,0,None,Normal,61,Routine maintenance
59.57860687731262,210.3501244460944,7.433452353317679,1.089010635614441,102.29112708494402,58.270648855395734,9611,1,Overheating,Critical,28,Check cooling system
57.35582759157886,215.31828198523726,8.111871460309217,0.5914322928618199,90.76647493779953,67.08853644374207,9157,1,Cooling Failure,Critical,14,Inspect fans & coolant
48.704709760125,240.00775723000834,3.313512505028769,1.2394814821978133,117.66309397284607,41.640821351946464,8846,1,Cooling Failure,Critical,27,Inspect fans & coolant
52.38810075243493,210.82646615556183,6.915786712662341,1.9106633006342775,113.26218291953381,59.48957952551961,8812,1,Voltage Surge,Critical,21,Stabilize power supply
